location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4633,"Hohe Warte","no",0.51098048,"µg/m³","2023-03-29T19:00:00Z","2023-03-29T21:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.63638699,"µg/m³","2023-03-29T20:00:00Z","2023-03-29T22:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.398368,"µg/m³","2023-03-29T21:00:00Z","2023-03-29T23:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.20661902,"µg/m³","2023-03-29T22:00:00Z","2023-03-30T00:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.43870699,"µg/m³","2023-03-29T23:00:00Z","2023-03-30T01:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.170053,"µg/m³","2023-03-30T00:00:00Z","2023-03-30T02:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",2.01869201,"µg/m³","2023-03-30T01:00:00Z","2023-03-30T03:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.10979104,"µg/m³","2023-03-30T02:00:00Z","2023-03-30T04:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.87745308,"µg/m³","2023-03-30T03:00:00Z","2023-03-30T05:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",12.47544288,"µg/m³","2023-03-30T05:00:00Z","2023-03-30T07:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",16.57144355,"µg/m³","2023-03-30T06:00:00Z","2023-03-30T08:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",16.62507057,"µg/m³","2023-03-30T07:00:00Z","2023-03-30T09:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",16.50596809,"µg/m³","2023-03-30T08:00:00Z","2023-03-30T10:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",13.28197288,"µg/m³","2023-03-30T09:00:00Z","2023-03-30T11:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",9.28742885,"µg/m³","2023-03-30T10:00:00Z","2023-03-30T12:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",8.90081405,"µg/m³","2023-03-30T11:00:00Z","2023-03-30T13:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",6.9453516,"µg/m³","2023-03-30T12:00:00Z","2023-03-30T14:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",7.81348896,"µg/m³","2023-03-30T13:00:00Z","2023-03-30T15:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",5.03503704,"µg/m³","2023-03-30T14:00:00Z","2023-03-30T16:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",3.53684139,"µg/m³","2023-03-30T15:00:00Z","2023-03-30T17:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",3.84519815,"µg/m³","2023-03-30T16:00:00Z","2023-03-30T18:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",5.78781414,"µg/m³","2023-03-30T17:00:00Z","2023-03-30T19:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.69147348,"µg/m³","2023-03-30T18:00:00Z","2023-03-30T20:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.59360396,"µg/m³","2023-03-30T19:00:00Z","2023-03-30T21:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.46525347,"µg/m³","2023-03-30T20:00:00Z","2023-03-30T22:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.51513952,"µg/m³","2023-03-30T21:00:00Z","2023-03-30T23:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.31126898,"µg/m³","2023-03-30T22:00:00Z","2023-03-31T00:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.44429552,"µg/m³","2023-03-30T23:00:00Z","2023-03-31T01:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.53904098,"µg/m³","2023-03-31T00:00:00Z","2023-03-31T02:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.42174601,"µg/m³","2023-03-31T01:00:00Z","2023-03-31T03:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.01709043,"µg/m³","2023-03-31T02:00:00Z","2023-03-31T04:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.79730647,"µg/m³","2023-03-31T04:00:00Z","2023-03-31T06:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",2.57585382,"µg/m³","2023-03-31T05:00:00Z","2023-03-31T07:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",9.17668151,"µg/m³","2023-03-31T06:00:00Z","2023-03-31T08:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",8.44772529,"µg/m³","2023-03-31T07:00:00Z","2023-03-31T09:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",6.64915513,"µg/m³","2023-03-31T08:00:00Z","2023-03-31T10:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",8.88297843,"µg/m³","2023-03-31T09:00:00Z","2023-03-31T11:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",7.36695003,"µg/m³","2023-03-31T10:00:00Z","2023-03-31T12:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",3.72441244,"µg/m³","2023-03-31T11:00:00Z","2023-03-31T13:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",3.03717303,"µg/m³","2023-03-31T12:00:00Z","2023-03-31T14:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",3.47523307,"µg/m³","2023-03-31T13:00:00Z","2023-03-31T15:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",1.66858649,"µg/m³","2023-03-31T14:00:00Z","2023-03-31T16:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.5302115,"µg/m³","2023-03-31T15:00:00Z","2023-03-31T17:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.65076649,"µg/m³","2023-03-31T16:00:00Z","2023-03-31T18:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.44775599,"µg/m³","2023-03-31T17:00:00Z","2023-03-31T19:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.63379299,"µg/m³","2023-03-31T18:00:00Z","2023-03-31T20:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.54510849,"µg/m³","2023-03-31T19:00:00Z","2023-03-31T21:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.57005149,"µg/m³","2023-03-31T20:00:00Z","2023-03-31T22:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.54354351,"µg/m³","2023-03-31T21:00:00Z","2023-03-31T23:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.54736,"µg/m³","2023-03-31T22:00:00Z","2023-04-01T00:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.53350353,"µg/m³","2023-03-31T23:00:00Z","2023-04-01T01:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.47374051,"µg/m³","2023-04-01T00:00:00Z","2023-04-01T02:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.56138998,"µg/m³","2023-04-01T01:00:00Z","2023-04-01T03:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.60313153,"µg/m³","2023-04-01T03:00:00Z","2023-04-01T05:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.72507148,"µg/m³","2023-04-01T04:00:00Z","2023-04-01T06:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.5549795,"µg/m³","2023-04-01T05:00:00Z","2023-04-01T07:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.69268953,"µg/m³","2023-04-01T06:00:00Z","2023-04-01T08:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
4633,"Hohe Warte","no",0.87369346,"µg/m³","2023-04-01T07:00:00Z","2023-04-01T09:00:00+02:00","Europe/Vienna",48.2489930000069,16.357078999592627,,,,"Unknown Governmental Organization","EEA"
